,id,range,Battery Level (%),Latitude (°),Longitude (°),speed,Maintenance Cost ($),Charging Cost ($),Pin Code,Working Condition,Charging Status,Energy Consumed (kWh),Fast Charge Speed (kW),status,Date,dvr,Make,mgr,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,km
19,4,271.185,82,20.437213,87.749788,60,202,34,409377,1,0,54.236999999999995,79,1,2023-11-07,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,158453.0
20,4,106.752,29,30.262098,92.964352,90,297,16,547206,1,1,13.344,127,0,2023-03-22,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48142.0
21,4,106.752,29,30.262098,92.964352,90,297,16,547206,1,1,13.344,127,0,2023-03-22,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,51630.0
22,4,272.7675,81,23.13673,75.468169,73,50,14,137264,1,0,54.5535,113,1,2023-05-29,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157851.0
23,4,272.7675,81,23.13673,75.468169,73,50,14,137264,1,0,54.5535,113,1,2023-05-29,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,158085.0
24,4,244.605,73,16.865515,93.952535,105,142,25,755911,1,1,48.921,68,1,2023-07-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,144409.0
25,4,244.605,73,16.865515,93.952535,105,142,25,755911,1,1,48.921,68,1,2023-07-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,143806.0
26,4,63.611999999999995,21,20.520641,73.082077,66,233,29,646037,1,1,7.951499999999999,95,1,2023-02-25,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,40708.0
27,4,63.611999999999995,21,20.520641,73.082077,66,233,29,646037,1,1,7.951499999999999,95,1,2023-02-25,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,41840.0
28,4,259.212,54,28.627641,96.119401,78,295,21,410391,1,1,32.4015,134,1,2023-11-28,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,103248.0
29,4,259.212,54,28.627641,96.119401,78,295,21,410391,1,1,32.4015,134,1,2023-11-28,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,96739.0
30,4,90.79199999999999,27,20.133499,81.462807,105,130,16,300363,1,1,11.348999999999998,60,0,2023-03-22,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48863.0
31,4,90.79199999999999,27,20.133499,81.462807,105,130,16,300363,1,1,11.348999999999998,60,0,2023-03-22,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,42696.0
32,4,304.9275,90,8.056066,83.606554,101,85,23,951496,1,0,60.985499999999995,124,0,2023-09-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,173559.0
33,4,304.9275,90,8.056066,83.606554,101,85,23,951496,1,0,60.985499999999995,124,0,2023-09-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,175692.0
34,4,191.91,61,9.042773,74.241012,80,59,16,207363,0,1,38.382,80,0,2023-11-26,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,121869.0
35,4,191.91,61,9.042773,74.241012,80,59,16,207363,0,1,38.382,80,0,2023-11-26,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,117234.0
36,4,332.61,97,10.043217,81.850544,92,127,34,418916,1,0,66.522,144,1,2023-01-19,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,190680.0
37,4,332.61,97,10.043217,81.850544,92,127,34,418916,1,0,66.522,144,1,2023-01-19,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,194611.0
38,4,99.984,26,23.611239,87.964504,52,275,12,370100,1,1,12.498,146,0,2023-07-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,44465.0
39,4,99.984,26,23.611239,87.964504,52,275,12,370100,1,1,12.498,146,0,2023-07-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,52252.0
40,4,25.02,15,36.522253,96.676103,78,202,7,211106,1,0,3.1275,53,0,2023-05-26,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,24823.0
41,4,25.02,15,36.522253,96.676103,78,202,7,211106,1,0,3.1275,53,0,2023-05-26,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,27782.0
42,4,346.7325,100,14.294151,80.762643,43,128,9,343230,1,0,69.34649999999999,127,1,2023-01-09,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,193934.0
43,4,346.7325,100,14.294151,80.762643,43,128,9,343230,1,0,69.34649999999999,127,1,2023-01-09,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,200000.0
44,4,17.412,15,22.781474,89.707702,42,214,19,943002,1,0,2.1765,65,0,2023-02-25,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,23196.0
45,4,17.412,15,22.781474,89.707702,42,214,19,943002,1,0,2.1765,65,0,2023-02-25,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,21589.0
46,4,272.745,82,11.920244,95.116115,85,77,26,373112,1,0,54.549,63,0,2023-01-21,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160546.0
47,4,272.745,82,11.920244,95.116115,85,77,26,373112,1,0,54.549,63,0,2023-01-21,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157187.0
48,4,187.4175,60,14.19201,89.475917,101,222,5,308612,1,1,37.4835,117,1,2023-08-08,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,111251.0
49,4,187.4175,60,14.19201,89.475917,101,222,5,308612,1,1,37.4835,117,1,2023-08-08,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,110566.0
50,4,204.11249999999998,65,18.630925,71.121407,117,209,14,273171,1,1,40.8225,82,0,2023-05-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,126539.0
51,4,204.11249999999998,65,18.630925,71.121407,117,209,14,273171,1,1,40.8225,82,0,2023-05-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,127999.0
52,4,204.708,44,16.692869,85.735435,59,78,33,332800,1,1,25.5885,89,0,2023-04-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,84982.0
53,4,204.708,44,16.692869,85.735435,59,78,33,332800,1,1,25.5885,89,0,2023-04-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,87002.0
54,4,289.3725,85,25.803766,78.034899,92,208,26,920776,1,0,57.8745,71,1,2023-12-06,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,171440.0
55,4,289.3725,85,25.803766,78.034899,92,208,26,920776,1,0,57.8745,71,1,2023-12-06,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,166129.0
56,4,79.29599999999999,25,36.859419,90.865839,89,123,15,399786,1,0,9.911999999999999,66,0,2023-07-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,40324.0
57,4,79.29599999999999,25,36.859419,90.865839,89,123,15,399786,1,0,9.911999999999999,66,0,2023-07-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,41697.0
58,4,235.395,72,21.07243,92.448316,111,161,26,347668,1,0,47.079,77,0,2023-09-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,143563.0
59,4,235.395,72,21.07243,92.448316,111,161,26,347668,1,0,47.079,77,0,2023-09-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,136237.0
60,4,242.47500000000002,73,19.156548,76.313997,71,69,39,112923,1,1,48.495,71,1,2023-07-28,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,141411.0
61,4,242.47500000000002,73,19.156548,76.313997,71,69,39,112923,1,1,48.495,71,1,2023-07-28,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,144430.0
62,4,333.84749999999997,96,27.010884,88.988281,118,132,30,103149,1,1,66.7695,103,0,2023-07-19,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,193140.0
63,4,333.84749999999997,96,27.010884,88.988281,118,132,30,103149,1,1,66.7695,103,0,2023-07-19,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,189795.0
64,4,20.124,15,34.903378,86.91788,65,179,22,849738,1,1,2.5155,135,0,2023-07-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,20000.0
65,4,20.124,15,34.903378,86.91788,65,179,22,849738,1,1,2.5155,135,0,2023-07-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,22561.0
66,4,246.29999999999998,50,15.878579,88.0208,80,284,30,880544,1,0,30.787499999999998,103,0,2023-11-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,93078.0
67,4,246.29999999999998,50,15.878579,88.0208,80,284,30,880544,1,0,30.787499999999998,103,0,2023-11-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,94402.0
68,4,249.144,52,13.215242,70.089474,109,124,21,433542,0,1,31.143,92,0,2023-06-06,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,94884.0
69,4,249.144,52,13.215242,70.089474,109,124,21,433542,0,1,31.143,92,0,2023-06-06,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,95810.0
70,4,265.71,80,18.372655,88.721842,104,137,19,599924,0,1,53.141999999999996,83,0,2023-03-07,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157960.0
71,4,265.71,80,18.372655,88.721842,104,137,19,599924,0,1,53.141999999999996,83,0,2023-03-07,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,153361.0
72,4,182.3325,57,18.697899,69.285096,118,294,7,737594,1,0,36.4665,120,0,2023-07-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,109463.0
73,4,182.3325,57,18.697899,69.285096,118,294,7,737594,1,0,36.4665,120,0,2023-07-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,112003.0
74,4,328.86,96,11.308247,84.580038,110,105,36,665199,1,0,65.772,92,0,2023-07-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,187588.0
75,4,328.86,96,11.308247,84.580038,110,105,36,665199,1,0,65.772,92,0,2023-07-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,191505.0
76,4,211.284,47,15.668811,95.178546,49,241,21,247993,1,1,26.4105,73,1,2023-03-29,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,83606.0
77,4,211.284,47,15.668811,95.178546,49,241,21,247993,1,1,26.4105,73,1,2023-03-29,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,86025.0
78,4,101.94,28,8.96646,84.202452,114,271,16,490219,1,0,12.7425,60,0,2023-06-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,54025.0
79,4,101.94,28,8.96646,84.202452,114,271,16,490219,1,0,12.7425,60,0,2023-06-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48661.0
80,4,105.02399999999999,28,11.058428,85.913327,103,262,32,656254,1,0,13.127999999999998,127,1,2023-01-08,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,54709.0
81,4,105.02399999999999,28,11.058428,85.913327,103,262,32,656254,1,0,13.127999999999998,127,1,2023-01-08,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,47785.0
82,4,129.28799999999998,32,29.666315,93.118887,112,72,30,770919,0,1,16.160999999999998,66,1,2023-10-05,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,53889.0
83,4,129.28799999999998,32,29.666315,93.118887,112,72,30,770919,0,1,16.160999999999998,66,1,2023-10-05,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,59665.0
84,4,100.65599999999999,26,28.597731,89.443264,98,64,32,869495,1,1,12.581999999999999,64,0,2023-06-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48620.0
85,4,100.65599999999999,26,28.597731,89.443264,98,64,32,869495,1,1,12.581999999999999,64,0,2023-06-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,51975.0
86,4,269.85,80,11.168465,82.489866,53,222,32,637290,1,1,53.97,149,0,2023-02-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,155788.0
87,4,269.85,80,11.168465,82.489866,53,222,32,637290,1,1,53.97,149,0,2023-02-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,162779.0
88,4,239.7975,74,10.332866,68.703405,110,141,23,204884,1,0,47.9595,52,0,2023-04-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,146411.0
89,4,239.7975,74,10.332866,68.703405,110,141,23,204884,1,0,47.9595,52,0,2023-04-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,141400.0
90,4,131.56799999999998,34,21.195552,86.232597,51,202,11,112595,0,1,16.445999999999998,120,0,2023-12-09,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,57973.0
91,4,131.56799999999998,34,21.195552,86.232597,51,202,11,112595,0,1,16.445999999999998,120,0,2023-12-09,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,60518.0
92,4,253.68,76,27.951168,87.177836,102,179,34,302367,1,1,50.736,136,0,2023-12-09,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,147242.0
93,4,253.68,76,27.951168,87.177836,102,179,34,302367,1,1,50.736,136,0,2023-12-09,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,150479.0
94,4,238.69199999999998,50,22.746201,83.167437,48,179,14,490721,1,0,29.836499999999997,82,0,2023-11-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,98260.0
95,4,238.69199999999998,50,22.746201,83.167437,48,179,14,490721,1,0,29.836499999999997,82,0,2023-11-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,99065.0
96,4,188.9025,61,31.171657,90.2857,46,96,26,486531,1,1,37.780499999999996,114,1,2023-11-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,113762.0
97,4,188.9025,61,31.171657,90.2857,46,96,26,486531,1,1,37.780499999999996,114,1,2023-11-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,114343.0
98,4,318.09749999999997,95,22.312742,86.220592,80,51,40,145597,1,0,63.619499999999995,74,0,2023-12-29,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,186074.0
99,4,318.09749999999997,95,22.312742,86.220592,80,51,40,145597,1,0,63.619499999999995,74,0,2023-12-29,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,183273.0
100,4,307.74,91,29.187737,92.620874,67,206,34,196534,1,1,61.547999999999995,113,0,2023-05-14,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,180008.0
101,4,307.74,91,29.187737,92.620874,67,206,34,196534,1,1,61.547999999999995,113,0,2023-05-14,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,182461.0
102,4,191.172,40,17.443957,86.531883,88,225,27,816807,1,0,23.8965,133,1,2023-10-26,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,74664.0
103,4,191.172,40,17.443957,86.531883,88,225,27,816807,1,0,23.8965,133,1,2023-10-26,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,79612.0
104,4,206.8725,64,22.657916,72.17658,84,191,14,355360,1,1,41.3745,138,0,2023-11-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,121078.0
105,4,206.8725,64,22.657916,72.17658,84,191,14,355360,1,1,41.3745,138,0,2023-11-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,122236.0
106,4,196.395,63,30.137855,95.181016,55,173,29,893564,1,0,39.279,58,0,2023-07-05,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,121069.0
107,4,196.395,63,30.137855,95.181016,55,173,29,893564,1,0,39.279,58,0,2023-07-05,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,115131.0
108,4,54.888,19,25.621481,85.40164,96,54,38,745204,1,1,6.861,135,1,2023-05-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,37740.0
109,4,54.888,19,25.621481,85.40164,96,54,38,745204,1,1,6.861,135,1,2023-05-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,33665.0
110,4,187.95,58,14.531118,88.268475,70,110,32,788907,1,1,37.589999999999996,92,1,2023-01-22,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,113610.0
111,4,187.95,58,14.531118,88.268475,70,110,32,788907,1,1,37.589999999999996,92,1,2023-01-22,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,117954.0
112,4,127.28399999999999,33,25.863243,78.969418,80,258,38,139408,1,0,15.910499999999999,138,1,2023-06-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,55587.0
113,4,127.28399999999999,33,25.863243,78.969418,80,258,38,139408,1,0,15.910499999999999,138,1,2023-06-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,58843.0
114,4,173.66250000000002,54,16.650512,82.828863,60,232,22,793221,1,1,34.7325,131,0,2023-10-19,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,109544.0
115,4,173.66250000000002,54,16.650512,82.828863,60,232,22,793221,1,1,34.7325,131,0,2023-10-19,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,103069.0
116,4,236.82,48,20.715953,79.245316,47,91,14,570735,0,1,29.6025,86,0,2023-01-06,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,89934.0
117,4,236.82,48,20.715953,79.245316,47,91,14,570735,0,1,29.6025,86,0,2023-01-06,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,90999.0
118,4,237.67499999999998,72,31.462539,82.111733,78,69,17,440181,1,1,47.535,132,0,2023-07-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,142472.0
119,4,237.67499999999998,72,31.462539,82.111733,78,69,17,440181,1,1,47.535,132,0,2023-07-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,141613.0
120,4,239.29199999999997,49,30.992159,92.16116,44,109,22,564257,1,1,29.911499999999997,79,0,2023-07-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,94827.0
121,4,239.29199999999997,49,30.992159,92.16116,44,109,22,564257,1,1,29.911499999999997,79,0,2023-07-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,98741.0
